Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s191.align.1.tree	24	205.636133496	716.62349
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s192.align.1.tree	24	205.772051433	717.02477
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s193.align.1.tree	20	205.79622002	717.18659
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s194.align.1.tree	24	205.867635619	717.14094
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s195.align.1.tree	20	205.797598655	716.96864
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s196.align.1.tree	24	205.823229706	717.37282
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s197.align.1.tree	16	205.827698344	716.95879
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s198.align.1.tree	20	205.871798742	717.15631
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s199.align.1.tree	16	205.764445275	716.82231
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s200.align.1.tree	22	205.930301544	717.50998
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s201.align.1.tree	24	205.843172908	717.36154
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s202.align.1.tree	24	205.924384011	717.56044
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s203.align.1.tree	24	205.863501792	717.30583
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s204.align.1.tree	26	205.925797804	717.47712
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s205.align.1.tree	22	205.785485341	716.83973
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s206.align.1.tree	16	205.821911687	717.09812
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s207.align.1.tree	18	205.81368199	717.02156
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s208.align.1.tree	16	205.678107092	716.52473
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s209.align.1.tree	22	205.590598751	716.74082
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s210.align.1.tree	22	205.894388411	717.33736
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s211.align.1.tree	22	205.923098335	717.221
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s212.align.1.tree	22	205.89908693	717.65172
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s213.align.1.tree	22	205.837092894	717.51899
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s214.align.1.tree	22	205.864262521	717.26478
